Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Industry,Sector,Revenue
Machine Learning Developer - Data Scientist,"₹442K - ₹1,000K (Employer est.)","At Kinaxis, who we are is grounded in our common belief that people matter. Each one of us plays an important part in accomplishing our work, building our culture and making a global impact.
Every day, we're empowered to work together to help our customers make fast, confident planning decisions. This is how we create a better planet – for each other, for our customers and for generations to come. Our cloud-based platform RapidResponse ensures that the products we need – everything from medicine and cars, to day-to-day items like toothpaste – make it to market and into our hands when we need them with minimal ecological footprint.
We make the world better, and you can too.
Machine Learning Developer - Data Scientist
Job location: Chennai, India
What you will do
You have a background in machine learning and technology. You understand the all aspects of building data science products are familiar to you: wrangling with messy or missing data, feature engineering, statistical/machine learning models, and debugging model performance.
You are always willing to get your hands dirty analyzing the minutiae in the data. You're fluent in Python and SQL. You have some hands-on experience with big data technologies such as Spark and Hadoop.
As an excellent communicator and customer-oriented, you enjoy coming up with creative solutions to customer issues using Kinaxis machine learning products. Your primary focus is on providing value to our clients, which requires asking the right questions, distilling the problem and coming up with useful solutions.
What we are looking for
Bachelor's degree or equivalent in Computer Science or a related field with focus in machine learning.
Minimum 2 to 3 years of experience in data analysis and machine learning.
Proficiency in Python.
Fluent in processing data with pandas (e.g. querying, transforming, joining, cleaning, etc.) including experience debugging logic and data issues.
Strong understanding of machine learning algorithms.
Ability to work in Linux environments with containerization technologies (e.g. Docker) in the cloud.
Nice to have skills:
Retail/CPG business background.
Working experience with Pyspark
What we have to offer
Challenging Work - We love solving highly complex problems. And as the global leaders in our industry, we never stop innovating—our work is never ""done. That's because across our teams and in all roles, every employee is empowered to bring their best ideas forward and to jump in and solve the problems they're passionate about.
Great People - We take our work seriously, but we don't take ourselves too seriously! It's in our DNA to celebrate, laugh, and have fun. We are stronger, together, when we are open, honest, and above all, real. Every person is valued here and plays an important role in our shared success.
Global Impact - As a global team spanning continents, boundaries, and cultures, every day we are inspired by the impact our work has on our colleagues, our customers, our communities, and the world at large.
For more information, visit the Kinaxis web site at www.kinaxis.com or the company's blog at http://blog.kinaxis.com/.
Kinaxis invites candidates to apply to its welcoming community. Accommodations are available upon request for applications in all aspects of the recruitment process. If you require accommodation, please contact Human Resources at accommodation@kinaxis.com",4.7,"Kinaxis
4.7",Chennai,501 to 1000 Employees,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Data Scientist,"₹442K - ₹1,000K (Employer est.)","Donaldson is committed to solving the world’ s most complex filtration challenges. Employing innovation and breakthrough solutions, we are advancing filtration for a cleaner world. We look for the best people to help us succeed, offering opportunities to learn, effect change, and make meaningful contributions at work and in our communities. This is a place where you can make a world of difference.
Modeling and simulation is an enabler technology to develop Donaldson's filtration technology, product, and solution. Modeling and Simulation is also known as virtual prototyping, digital A28prototyping, etc. As a strategic direction in Donaldson Corporate Technology, modeling and simulation allows us to have short time to market, reduce project cost, and optimize the performance of product/technology.
Lead, collaborate, or support global data science projects with team members in NA, EMEA, and APAC.
Develop and transfer data engineering and machine learning tools to either internal customers and / or external customers
Support architecture design, perform data source acquisition and analysis, conduct data extraction, transformation, and loading
Convert the business question to data science problem, prepare data for modeling, conduct feature engineering and pattern analysis
Develop statistics and machine learning algorithm on data set; translate the algorithm outcome to insight
Deliver data visualization and dashboard;
Develop monitoring technique for data quality and model performance; Manage the life cycle of the data science software through updated release,
Qualifications:
Bachelor’s Degree in Statistics, Mathematics, Engineering, Physics or Computer Science
Advanced Degree in Statistics, Mathematics, Engineering, Physics or Computer Science is preferred
1-3 years of work experience in a relevant environment is preferred
Knowledge of advanced statistics and/or machine learning concepts and their real-world applications
Familiarity in data engineering and data architecture concept
Experience with one or more tools in Python, R, SQL, Altyrex; Familiarity in cloud setting is plus
Familiarity of visualization / dashboard technique in Tableau, Python, etc.
Knowledge in filtration media, fiber, membrane, filtration element
Knowledge in Internet of Things (IOT) in industrial applications
Come make a World of Difference!

Employment opportunities for positions in the United States may require use of information which is subject to the export control regulations of the United States. Hiring decisions for such positions are required by law to be made in compliance with these regulations. Applicants for employment opportunities in other countries must be able to meet the comparable export control requirements of that country and of the United States.
Our policy is to provide equal employment opportunities to all qualified persons without regard to race, gender, color, disability, national origin, age, religion, union affiliation, sexual orientation, veteran status, citizenship, gender identity and/or expression, or other status protected by law.",3.9,"Donaldson
3.9",Gurgaon,10000+ Employees,Building & Personnel Services,Business Services,$2 to $5 billion (USD)
Data Science Intern,"₹442K - ₹1,000K (Employer est.)","Location: Remote
Duration: 6 Months
Job Responsibilities
Analyze raw data: assessing quality, cleansing, structuring for downstream processing
Design accurate and scalable prediction algorithms
Collaborate with engineering team to bring analytical prototypes to production
Generate actionable insights for business improvements
You should be expert in ML and Python
Qualifications
M Tech / MS in Data Science related course
Deep understanding of predictive modeling, machine-learning, clustering and classification techniques, and algorithms.
Fluency in a the technologies like Python, Machine Learning algorithms, NLP or computer Vision.
How to Apply: Send your resume to Shishir@acrobyte.in",4.7,"ACROBYTE TECHNOLOGIES
4.7",Remote,1 to 50 Employees,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist/Analyst - Machine Learning/Deep Learning,"₹442K - ₹1,000K (Employer est.)","Experience deploying scalable data-driven products / solutions: Beyond the insights/visualizations in a Python Notebook need to have experience deploying data driven applications accessible to the end users.
Experience dealing with imperfect data quality and addressing the data imbalance & quality issues.
Proficiency - expert level in Python programming - Data Wrangling, Data Visualization, Machine Learning, Statistical analysis.
Proficiency - Moderate to expert level in object oriented programming (preferably Python)
Software Engineering background / experience: Ability to write production quality code and be familiar with software engineering best practices, including unit testing, CI/CD, version control.
Proficiency - Moderate to Expert level in SQL programming.
Desired Profile – Skill set and experienced
Hands-on experience in Azure Databricks platform. Delta lake, Time travel design patterns. Lambda Data Architecture.
Experience in Azure Cloud Platform. (ADLS, Blob, ADF).
Understanding of big data file formats like JSON, Avro, Parquet and other prevalent big data file formats.
Experience with Python, PySpark, Scala, Spark to write data pipelines and data processing layers.
Demonstrate expertise in writing complex, highly-optimized SQL queries across large data sets.
Experience with Data Governance (Data Quality, Metadata Management, Security, etc.)
Strong SQL skills and proven experience in working with large datasets and relational databases.
Understanding Data Warehouse design principles (Tabular, MD).
Experience in working with big data tools/environment to automate production pipelines.
Familiarity with Azure Synapse and Snowflake.
Experience with data visual analysis and BI tools (matplotlib and Power BI).
Experience: 0-2 Years",3.4,"Fullestop
3.4",Jaipur,51 to 200 Employees,IT Services,Information Technology,Less than $1 million (USD)
Data Scientist,"₹442K - ₹1,000K (Employer est.)","Commvault is a worldwide leader in delivering backup and recovery for the progressive enterprise. Commvault enables you to protect, manage, and use your data, while managing it in a consistent, compliant way. Our automated solutions work on-prem and in the cloud, and work with the digital tools and procedures you’re already using. Keep your data accessible and actionable with a single solution that ensures your data is always available — no matter what.
DESCRIPTION:
This role is an integral part of our Business Intelligence and Analytics team. This role will work with enterprise data sets (both internal and external) and is responsible for designing, analyzing, and implementing data models and analysis in support of the Enterprise Data Management strategic initiatives.
PRIMARY JOB FUNCTION
Apply your expertise in quantitative analysis to see beyond the numbers and identify actionable insights and opportunities across business functions
Assess market opportunities, analyze current business performance and build statistical models to extrapolate current and historical trends into forward-looking forecasts
Partner with Data Engineering to build, design and maintain core data infrastructure, pipelines and data workflows to automate dashboards and analyses, in order to increase efficiency of team’s workflows
Lead and coordinate cross-functional projects
Influence the direction of the business by effectively communicating results to the rest of the team and company leaders
DUTIES AND RESPONSIBILITIES:
Develop and implement data collection systems and other strategies that optimize statistical efficiency and data quality Interpret data, analyze results using statistical techniques and provide ongoing reports
Work on massive structured, unstructured, transactional and real-time data sets from a variety of sources to analyze customer usage patterns and provide actionable, intuitive, impactful insights using metrics, algorithms, and statistics.
Work with US team’s operational experts to define projects, provide recommendations and implement solutions for data related projects
Data Quality – Work with the Data Management and Data Integrity team to develop a report and dashboard – quality assurance process to increase the data integrity of the reports and dashboards generated.
Work with management and team members to understand the key reporting and dashboarding requirements for all our data sets.
Ability to design, develop, test and implement data management processes utilizing data from various production systems, data store(s)/data warehouse(s)/data mart(s). Strong knowledge of building SQL Queries.
Experience with Microsoft Azure suite overall (i.e. data factory, container services, dev ops, ML service)
Model deployment experience
Experience with python or R
Self-starter and has ability to troubleshoot root cause
Building Power BI reports/dashboards as needed.
Provide recommendations for data infrastructure performance optimization while maintaining data accuracy and integrity.
MINIMUM EXPERIENCE AND FORMAL REQUIREMENTS:
Bachelor’s Degree in a quantitative field (Economics, Math, Statistics, Engineering, Computer Science or similar discipline)
3+ years of experience conducting quantitative analysis in data science, analytics, or finance
Experience in SQL or a similar database querying language
Experience working with statistical packages such as R, SAS, Stata, etc
Academic or work experience with statistics (e.g. regressions, time series)
Experience in shifting priorities while maintaining organization and control
Experience collaborating with cross-team stakeholders
Experience with synthesizing and communicating narratives based on data-driven analyses
Experienced in Microsoft Excel and PowerPoint
Intermediate to Expert proficiency with Microsoft Azure Suite
Experience with development of BI dashboards – Power BI preferred, but experience with other tools (QLIK, Tableau, etc.) is acceptable and a plus
Knowledge of Salesforce.com, NetSuite, Calidus, and Marketo a strong plus
Commvault is an equal opportunity workplace and is an affirmative action employer. We are always committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. and we will not discriminate against on the basis of such characteristics or any other status protected by the laws or regulations in the locations where we work.

Location: Hyderabad, Telangana, India
Job ID: R0004993
Category: BATS",3.6,"Commvault
3.6",Hyderābād,1001 to 5000 Employees,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD)
Junior Data Scientist,"₹442K - ₹1,000K (Employer est.)",Minimum 1+ year of experiece in the field of Machine Learning and AI.,5.0,"AIChunks
5.0",India,1 to 50 Employees,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,"₹442K - ₹1,000K (Employer est.)","Relocation Assistance Offered Within Country
# 95060 - Mumbai, Maharashtra, India

What is the PURPOSE of your role?

This role is expected to apply strong expertise in data science and machine learning through use of data collection & mining, data analysis, data visualizations, and predictive/prescriptive modeling to build, test, and maintain analytics solutions which meet key business needs. The ideal candidate will be experienced with 1) statistical and mathematical techniques to identify trends & anomalies, identify causal impacts, and develop predictions, 2) experimental design, 3) end-to-end model deployment and maintenance, 4) simple data engineering tasks like SQL querying for standard and ad-hoc data analysis, and 5) generating actionable insights from analytics solutions. The ideal candidate will be a strong communicator with the ability to tell stories and draw insights from complex transformations of data to non-technical audiences. This role will work with an analytics translator, data engineers, and key business partners to define the business problem in a way that can be solved analytically, ; develop efficient and accurate analytical models (ranging from descriptive to prescriptive) and incorporate them into data products or tools which meaningfully make an impact on the business.

Core responsibilities of this role

Formulate and lead multifaceted analytic studies against large and small volumes of data for a variety of problems including projections, classifications, clustering, pattern analysis, simulations and more
Interpret and analyze (structured and unstructured) data using exploratory statistical and mathematical techniques to identify trends, anomalies, and quantify business results
Integrate data science work into user-facing applications and tools with data engineers, business leads, analysts and developers
Build, deploy, maintain, and refresh end-to-end, repeatable, interpretable, dynamic and scalable models that are seamlessly incorporated into analytic data products
Proactively establish business acumen and engineer features which not only improve models, but are easy to interpret
Identify and/or create new data as needed for use cases with limited data
Work with data engineers to clean, massage, and organize data and to define data assets, eg, data models
Takes an active role in creating analytical (e.g., code libraries) and data (e.g., external or partnership based data) assets
Where needed, generate experiments on data using the scientific method, story-tell experimental results, and provide previously undiscovered solutions to data challenges
Stay on top of industry and field trends to push analytic builds towards best practices and state-of-art, as needed
Effectively communicate the analytics approach and how it will meet and address objectives to business partners
Defines data lifecycles, including data sources, frequency and process for ongoing model upgrades
Collaborates with the team to shape use cases and guide them towards defining data standards and identifying new data sources
Integrating work into applications and tools with data engineers, business leads, analysts and developers
Create repeatable, interpretable, dynamic and scalable models that are seamlessly incorporated into analytic data products
Engineer features by using your business acumen that will improve analytical models and are easy to interpret
Explain principles and approaches to business partners and senior management in a non-technical manner

What expertise are we looking for?
MUST HAVE

Academics: Bachelor’s in Data Science, Mathematics, Computer Science, Engineering, Statistics, Econometrics, or other analytical field
Prior Experience:
Minimum 2+ years’ experience in programming Languages - Python, R, C++, and/or Java
Demonstrated experience being self-sufficient using these languages to handle data
Nice to have experience in running use cases in the sales analytics/ eCommerce domain

Technology Expertise
Proven experience in translating business challenges into data pipelines & model framework
Demonstrated proficiency with supervised and unsupervised modeling- including regressions, classifications, feature selection, clustering, decision tree/forest learning, SVM, ensembling & stacking, dimensionality reduction and more
Familiarity with or minimal ramp-up needed with Bayesian statistics, causal inference, Q-learning, temporal difference, GANs, multi-armed bandits, and more
Familiarity with or minimal ramp-up needed with natural language processing and computer vision techniques
Demonstrated proficiency with data visualization techniques & tools such as Plotly, matplotlib, ggplot2, etc, Shiny, Dash, Tableau, etc
Experience with large datasets and distributed computing (Hive/Hadoop, Spark)
Experience with statistical tools or packages (eg R, RapidMiner, SciKit) and ML frameworks (eg TensorFlow, Theano, Keras, MLlib)
Familiarity with data engineering including:
SQL implementations (PostgreSQL, MySQL, Oracle, DB2)
ETL/ELT techniques, especially on cloud infrastructure (eg Google Cloud Platform)

Equal Opportunity Employer
Colgate is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity, sexual orientation, national origin, ethnicity, age, disability, marital status, veteran status (United States positions), or any other characteristic protected by law.
Are you interested in working for Colgate-Palmolive? You can apply online and attach all relevant documents such as a cover letter and resume or CV. Applications received by e-mail are not considered in the selection process. Become part of our team. We look forward to your application.
Colgate-Palmolive is a leading global consumer products company, tightly focused on Oral Care, Personal Care, Home Care and Pet Nutrition. Colgate sells its products in over 200 countries and territories around the world under such internationally recognized brand names as Colgate, Palmolive, elmex, Tom’s of Maine, Sorriso, Speed Stick, Lady Speed Stick, Softsoap, Irish Spring, Protex, Sanex, Elta MD, PCA Skin, Ajax, Axion, Fabuloso, Soupline and Suavitel, as well as Hill’s Science Diet and Hill’s Prescription Diet.
For more information about Colgate’s global business, visit the Company’s web site at http://www.colgatepalmolive.com. To learn more about Colgate Bright Smiles, Bright Futures® oral health education program, please visit http://www.colgatebsbf.com. To learn more about Hill's and the Hill’s Food, Shelter & Love program please visit http://www.hillspet.com. To learn more about Tom’s of Maine please visit http://www.tomsofmaine.com.
Reasonable accommodation during the application process is available for persons with disabilities. Please contact Application_Accommodation@colpal.com with the subject ""Accommodation Request"" should you require accommodation.",4.1,"Colgate-Palmolive
4.1",Mumbai,10000+ Employees,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
NLP Scientist,"₹442K - ₹1,000K (Employer est.)","Company Description
AutonomIQ is a cloud platform that enables product and IT teams to autonomously test, release and deploy software, thereby increasing velocity of software releases without compromising quality. With pre-built integrations to common web applications and SaaS providers, customers can instantly create test cases, generate test scripts and test data, and execute tests. Using deep-learning and AI algorithms, AutonomIQ detects changes, enables self-healing for test assets and provides advanced diagnostics. In real world situations, AutonomIQ has been shown to provide over ~50% improvement in speed and quality compared to existing tools and techniques.

Job Description
Responsibilities:
Develop Algorithms in NLP Systems for Intent, Entity detections and contextual understanding
Work on solving real world scenarios for user commands and requests, and build scalable systems that solve their problems
Think creatively to identify new opportunities and contribute to high quality publications or patents.
Work in a highly collaborative environment with teams to deliver systems from prototyping to production level.
Must have;
5+years of hands-on experience in modern NLP Neural Networks e.g. Transformer Models like BERT, RoBERTa, etc to build Intent classification, Named Entity Recognition (NER) and Q&A systems, for both training and inference.
Exposure to either PyTorch or TensorFlow Deep learning tools and exporting models for inference is preferred.
Knowledge of building a robust validation framework for small-sized datasets is a hard requirement.

Qualifications
BE / BTech - Premier Institutes Only

Additional Information
Flexible Working Hours
Product Start Up Culture
Remote Work",-1,AutonomIQ,Pune,-1,-1,-1,-1
Data Scientist / Analyst,"₹442K - ₹1,000K (Employer est.)","Data Scientist / Analyst
If you are someone who always argues that data tells you everything and can speak numbers in your sleep, then you are it.
Requirements
Bachelor of Engineering in Computer Science, Math, Physics, Engineering, Statistics from Tier-1 college.
Development experience in SQL and any scripting language (Shell, Python, etc.)
Basic understanding of statistic and Experience manipulating large data sets through statistical software(ex R, Matlab etc).",4.0,"Adoro
4.0",Mumbai,51 to 200 Employees,-1,-1,Less than $1 million (USD)
Trainer-Data Science,"₹442K - ₹1,000K (Employer est.)","An Expertise in Statistical Predictive models and interpreting results and business problem solving. Good number of Data Science and Big Data projects delivered to the multinational clients across the globe as a Data Scientist. Expert in Data Science & Business Analytics with strong foundation in Mathematics, Statistics, Machine Learning and Data Mining techniques and advance tools.
*
Passionate about data and data-driven decision making. Deep expertise in writing and interpreting complex SQL queries for standard as well as ad-hoc data mining purposes.
Solid knowledge/experience with Machine Learning techniques
*
Job Type: Part-time
Salary: From ₹1,000.00 per hour
Benefits:
Work from home
Schedule:
Weekends
Experience:
Teaching: 1 year (Preferred)
Speak with the employer
+91 9833810944",4.0,"Decodr Technology Pvt Ltd
4.0",Remote,1 to 50 Employees,-1,-1,Less than $1 million (USD)
Data Scientist,"₹442K - ₹1,000K (Employer est.)","Location: Chennai, Mumbai, Bengaluru - India
1+ years of Analytics experience
Understand business requirements and technical requirements
Can handle data extraction, preparation and transformation
Create and implement data models",2.7,"Ganit
2.7",Mumbai,51 to 200 Employees,-1,-1,Less than $1 million (USD)
Data Scientist,"₹442K - ₹1,000K (Employer est.)","Job Description
Position description: The purpose of this role is to closely work with business to identify and implement predictive models for healthcare.
Primary Responsibilities:
Model for recommendation engine to do patient up sell and cross sell.
Model for predicting patient churning and customer churning.
Model to predict NPA’s/ Bad debts.
Models to do workforce efficiency/productivity measurement and enhancement (SFA/HRMS/ITSM/Attendance/Timesheets).
Formation of Patient profile based on Disease /Geography /Potential /Gender.
Formation of Customer/Partner Segmentation.
Logistics Route optimization.
Demand / Sales Forecasting.
Advanced Material/Master Planning.
Decision making Algorithms (Auto PO approval / Auto Capex Approval/ Exception Detections/User errors/Double Payments).
Extraction of actionable data from unstructured files like TRF, Medical images etc.
Required work experience
Years of experience: 3 to 8
Key Performance Indicators:
The role will involve identifying business use cases for predictive modelling and developing advanced analytics statistical models, machine learning methods and AI solutions.
1. Should have good knowledge of statistics and machine learning techniques.
2. Should able to soft through data and extract the underlying patterns and insights which could be applied to solve the problem or add value.
3. Should have good problem-solving skills.
4. Should have sound knowledge of Google / AWS / Azure AI services/platform.
5. Should have working knowledge or experience with tools such as R, Python, Matlab etc.
6. Should be able to convert high level goals into set of use cases or KPIs to be added to the solution to solve Business problem.
7. Should be able to prepare datasets, tune params, select set of attributes etc. to ensure the model trained solves the problem in efficient manner.
Required Competencies:
Collaborative & Influencing
Analytical Mindset
Attention to detail
Effective Communication
Information Monitoring
Driving for results
Required Skills:
Excellent understanding of machine learning techniques and algorithms, such as Classification, regression, RF, CRF, SVM, Clustering, CNN, Neural network etc...
Experience with common data science toolkits, such as R, Matlab, Python related etc.
Experience with data visualisation tools, such as QlikView, D3.js, GGplot, etc. to present the observation or solution in a simple and consumable manner on the dashboard.
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Understand the high level problem and provide set of solutions to solve it using machine learning or otherwise
Candidates must have experience in manipulating data sets and building statistical models, have a Bachelor’s, Master’s or PHD in Statistics, Mathematics, Computer Science or another quantitative field.

Job Location
Delhi/NCR",4.3,"Team Computers
4.3",Delhi,1001 to 5000 Employees,IT Services,Information Technology,$100 to $500 million (USD)
Machine Learning Engineer,"₹442K - ₹1,000K (Employer est.)","Softnautics is looking for Machine Learning Engineer who is technically strong, possesses hands-on experience in Machine Learning Solutions in domain of Audio, Video, IoT. He/she should have some experience working with complex (SoC / Microprocessor) Embedded Systems is mandatory for this role. The role will be part of Embedded department in which there is a very strong culture of teamwork, cooperation and collaboration
Responsibilities
Mentor and build the team of 2 or more junior engineers
Documentation and Process adherence
Technical ownership for module (s) and / or project (s) and / or domain (s)
Effort estimation, planning, customer Interaction
Required Skills:
2 - 5 years of experience with Machine Learning Solutions in the domain of Audio, Video, IoT
1 - 3 years of experience working with Complex (SoC / Microprocessors) Embedded System
Strong at programming, debugging and communication
Sound knowledge of version control and bug tracking systems – GIT, JIRA, Perforce, CVS etc.
Hands on experience on Machine Learning Algorithms – Conventional and Deep Learning (must have)
Hands on experience working on Machine Learning Platforms / Frameworks like TensorFlow, TensorFlow Lite, Keras, Caffe/2, MxNet, pyTorch etc.
Sound knowledge of Cloud Computing tools’ cognitive ML services – Google cloud, AWS, Azure, IBM Cloud etc.
Experience working on Large datasets – Learning, tuning, deployment on Embedded Platform
Familiar with Deep Learning Compilers – CPUs, GPUs, FPGAs
Should be able to work in aggressive, high pressure environment
Excellent written and verbal communication
Self-starter, problem-solving mentality, and creative thinker
Desirable Skills:
Experience of mentoring 2 or 3 engineers
Quality process – CMMi, Agile Scrum
Good knowledge of working with Open source software packages is beneficial and preferred
Positive attitude
Ready to switch between domains based on the project needs
Application Deadline: 31/1/2021
Expected Start Date: 15/1/2021
Job Type: Full-time
Salary: ₹500,000.00 - ₹1,200,000.00 per year
Benefits:
Flexible schedule
Health insurance
Paid time off
Work from home
Schedule:
Day shift
Monday to Friday
Experience:
Machine learning: 3 years (Required)
total work: 3 years (Required)
Education:
Bachelor's (Required)
Application Question:
Current CTC:
Notice Period:
Current Location:
Email ID:
Work Remotely:
No
COVID-19 Precaution(s):
Remote interview process
Virtual meetings",2.9,"Softnautics
2.9",Pune,51 to 200 Employees,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,"₹442K - ₹1,000K (Employer est.)","Company Description
Arista recently acquired the Awake Security NDR (Network Detection and Response) platform and is excited to create and scale a team in the Bangalore Development Center to develop and execute product test automation.
Arista has ambitious plans to grow the Bangalore-based Development Center in the next couple of years and now is a great time to join the team when you can have a significant impact on the shape and direction as the office grows.

Job Description
Requirements:
Bachelor’s degree in computer science or a related field.
Two years of experience in data science/AI technologies.
Knowledge of Python and SQL.
Knowledge of network protocols.
Knowledge of functional languages such as Scala is a big plus.
Experience in using Jupyter notebooks to collaborate on research is a plus.
Responsibilities:
Work with the data science team to identify and characterize entities in the network.
Invent data science algorithms and measure their effectiveness across all of Awake’s customers.
Work on data from a wide variety of networks, and a very high volume of network signals.
Work with the threat research team to identify threat detection signals from the network data.
Ship new product features in the Awake Security Platform that runs on large networks.
Possibly share the findings with a larger community through talks and blog posts.

Additional Information
All your information will be kept confidential according to EEO guidelines.",4.1,"Arista Networks
4.1",Bangalore,1001 to 5000 Employees,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
Data Scientist 2,"₹442K - ₹1,000K (Employer est.)","Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 286 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.

Job Description Summary: As a member of the Issuance team, you’ll play a key role in developing customer value propositions, coordinate value communication, design and build policy, product, & process to deliver great customer experience and optimize PayPals internal costs. As an Analyst, you will, • Build expertise in PayPal data sources to find, manage and simplify complex data • Integrate data and product knowledge to build stories and convey actionable insights • Set up measurement frameworks like Pre-Post, A/B tests to assess project impact • Be a subject expert for Protections policies, and Resolutions process • Work with partner teams such as Operations and Engineering for project implementation

Job Description:
As a member of the Issuance team, you’ll play a key role in developing customer value propositions, coordinate value communication, design and build policy, product, & process to deliver great customer experience and optimize PayPals internal costs. As an Analyst, you will, • Build expertise in PayPal data sources to find, manage and simplify complex data • Integrate data and product knowledge to build stories and convey actionable insights • Set up measurement frameworks like Pre-Post, A/B tests to assess project impact • Be a subject expert for Protections policies, and Resolutions process • Work with partner teams such as Operations and Engineering for project implementation

We're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. Our employees challenge the status quo, ask questions, and find solutions. We want to break down barriers to financial empowerment. Join us as we change the way the world defines financial freedom.

PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities.",4.0,"PayPal
4.0",Chennai,10000+ Employees,Internet,Information Technology,$10+ billion (USD)
Computer Vision - Data Scientist,"₹442K - ₹1,000K (Employer est.)","Arya.ai is looking for ambitious and talented computer vision researchers with strong skills in software development to join our research team. If you get excited by the prospect of analyzing and modelling terabytes of data and creating state-of-the-art algorithms to solve real-world problems and by owning business problems/metrics, then we have the perfect role for you. Here you will have the ability to thrive in a dynamic environment combining conceptual and applied research, systems building and collaborative work. You will work together with similar minds in a unique development team where your skills and expertise will be put to the test.
*
Major responsibilities:
*
*
- Research, design, implement and evaluate novel computer vision algorithms
- Work on large-scale datasets, focusing on creating scalable and accurate computer vision systems in versatile application fields
- Collaborate closely with team members on developing systems from prototyping to production level
- Able to derive model’s risk towards business and communicate with corresponding business managers
- Track general business activity and provide clear, compelling management reports on a regular basis
*
*
Qualifications Required:
*
*
- Hands-on experience in Computer Vision and Deep Learning
- Broad knowledge of fundamentals and state-of-the-art in computer vision
- High proficiency in C/C++ or Python
- Ability to develop large-scale systems working with image/video data
- Strong working knowledge of software architecture and data structure
- Excellent problem-solving ability
- Minimum of 2-year experience in Deep Learning(CNNs, RNNs, Attention-based Networks, etc)
- Minimum of 2-year experience in Computer Vision (Image/Video Processing)
*
Job Type: Full-time
Salary: ₹56,839.00 - ₹69,470.00 per month
Experience:
total work: 3 years (Preferred)
Work Remotely:
Temporarily due to COVID-19",3.3,"Arya.ai
3.3",Mumbai,1 to 50 Employees,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD)
Data Scientist,"₹442K - ₹1,000K (Employer est.)","Strong in problem-solving, algorithms, and data structures
Proficient in Python
Hands on experience in technologies and tools related to any of NLP, Deep learning, Machine learning, Conversational AI
Experience with knowledge Graph or any graph based system is plus
Able to train and deploy models
Broad knowledge of machine learning algorithms and principles
Performance profiling and Tuning
Communicate and propose solutions to business challenges
Familiarity with at least one of the cloud computing infrastructure - GCP/AWS
Keep abreast with the latest technological advances
Team mentoring and leadership skills
Job Type: Full-time
Salary: ₹3,000,000.00 - ₹4,000,000.00 per year
Schedule:
Day shift
Industry:
IT Operations & Helpdesk
Work Remotely:
Temporarily due to COVID-19",-1,Multirecruit,Bangalore,-1,-1,-1,-1
